FID,OBJECTID,ENTITY,LAYER1,ACTIVE,ROW_ID,COL_ID,ACRES,CELL_INTGR,Diff,Cal
15932,3695,Polyline,1,0,16.000000000000000,97.000000000000000,639.996999999999957,1016097,0.0000000,0.0000000
15933,13527,Polyline,1,1,63.000000000000000,174.000000000000000,639.996999999999957,1063174,0.0143367,0.0596610
15934,567,Polyline,1,0,5.000000000000000,79.000000000000000,639.996999999999957,1005079,0.0000000,0.0000000
15935,11300,Polyline,1,1,52.000000000000000,156.000000000000000,639.996999999999957,1052156,0.0107401,0.0794570
15936,8643,Polyline,1,1,41.000000000000000,138.000000000000000,639.996999999999957,1041138,-0.0027617,0.2138850
15937,5880,Polyline,1,0,30.000000000000000,120.000000000000000,639.996999999999957,1030120,0.0000000,0.0000000
15938,16219,Polyline,1,0,77.000000000000000,197.000000000000000,639.996999999999957,1077197,0.0000000,0.0000000
15939,2159,Polyline,1,0,19.000000000000000,102.000000000000000,639.996999999999957,1019102,0.0000000,0.0000000
15940,14152,Polyline,1,1,66.000000000000000,179.000000000000000,639.996999999999957,1066179,0.0069051,0.0982771
15941,1029,Polyline,1,0,8.000000000000000,84.000000000000000,639.996999999999957,1008084,0.0000000,0.0000000
15942,11449,Polyline,1,1,55.000000000000000,161.000000000000000,639.996999999999957,1055161,0.0179250,0.0549003
15943,9598,Polyline,1,1,44.000000000000000,143.000000000000000,639.996999999999957,1044143,-0.0028496,0.2063780
15944,7226,Polyline,1,0,33.000000000000000,125.000000000000000,639.996999999999957,1033125,0.0000000,0.0000000
15945,17525,Polyline,1,0,80.000000000000000,202.000000000000000,639.996999999999957,1080202,0.0000000,0.0000000
15946,4882,Polyline,1,0,22.000000000000000,107.000000000000000,639.996999999999957,1022107,0.0000000,0.0000000
15947,14681,Polyline,1,1,69.000000000000000,184.000000000000000,639.996999999999957,1069184,0.0009230,0.1310860
15948,2746,Polyline,1,0,11.000000000000000,89.000000000000000,639.996999999999957,1011089,0.0000000,0.0000000
15949,12627,Polyline,1,1,58.000000000000000,166.000000000000000,639.996999999999957,1058166,0.0213209,0.0450718
15950,10007,Polyline,1,1,47.000000000000000,148.000000000000000,639.996999999999957,1047148,0.0000217,0.1707990
15951,8006,Polyline,1,1,36.000000000000000,130.000000000000000,639.996999999999957,1036130,0.0000725,0.2041770
15952,17997,Polyline,1,0,83.000000000000000,207.000000000000000,639.996999999999957,1083207,0.0000000,0.0000000
15953,5460,Polyline,1,1,25.000000000000000,112.000000000000000,639.996999999999957,1025112,-0.0559175,0.1015280
15954,15130,Polyline,1,0,72.000000000000000,189.000000000000000,639.996999999999957,1072189,0.0000000,0.0000000
15955,3274,Polyline,1,0,14.000000000000000,94.000000000000000,639.996999999999957,1014094,0.0000000,0.0000000
15956,13134,Polyline,1,1,61.000000000000000,171.000000000000000,639.996999999999957,1061171,0.0187545,0.0486570
15957,1103,Polyline,1,0,3.000000000000000,76.000000000000000,639.996999999999957,1003076,0.0000000,0.0000000
15958,10865,Polyline,1,1,50.000000000000000,153.000000000000000,639.996999999999957,1050153,0.0060070,0.1050600
15959,6062,Polyline,1,1,39.000000000000000,135.000000000000000,639.996999999999957,1039135,-0.0017604,0.2143810
15960,5992,Polyline,1,0,28.000000000000000,117.000000000000000,639.996999999999957,1028117,0.0000000,0.0000000
15961,7877,Polyline,1,0,75.000000000000000,194.000000000000000,639.996999999999957,1075194,0.0000000,0.0000000
15962,3906,Polyline,1,0,17.000000000000000,99.000000000000000,639.996999999999957,1017099,0.0000000,0.0000000
15963,13717,Polyline,1,1,64.000000000000000,176.000000000000000,639.996999999999957,1064176,0.0117698,0.0716971
15964,1654,Polyline,1,0,6.000000000000000,81.000000000000000,639.996999999999957,1006081,0.0000000,0.0000000
15965,11427,Polyline,1,1,53.000000000000000,158.000000000000000,639.996999999999957,1053158,0.0137661,0.0681893
15966,8686,Polyline,1,1,42.000000000000000,140.000000000000000,639.996999999999957,1042140,-0.0033034,0.2118130
15967,6704,Polyline,1,0,31.000000000000000,122.000000000000000,639.996999999999957,1031122,0.0000000,0.0000000
15968,17069,Polyline,1,0,78.000000000000000,199.000000000000000,639.996999999999957,1078199,0.0000000,0.0000000
15969,4555,Polyline,1,0,20.000000000000000,104.000000000000000,639.996999999999957,1020104,0.0000000,0.0000000
15970,14389,Polyline,1,1,67.000000000000000,181.000000000000000,639.996999999999957,1067181,0.0043967,0.1167470
15971,2401,Polyline,1,0,9.000000000000000,86.000000000000000,639.996999999999957,1009086,0.0000000,0.0000000
15972,12098,Polyline,1,1,56.000000000000000,163.000000000000000,639.996999999999957,1056163,0.0201238,0.0499373
